ZVG-Nr.	CAS-Nr.	verwandte CAS-Nr.	Name
530309	105-06-6	 	1,4-Divinylbenzol
530321	39227-28-6	 	1,2,3,4,7,8-Hexachlordibenzo-p-dioxin
530322	19408-74-3	 	1,2,3,7,8,9-Hexachlordibenzo-p-dioxin
530323	57653-85-7	 	1,2,3,6,7,8-Hexachlordibenzo-p-dioxin
530331	109333-34-8	 	1,2,3,7,8-Pentabromdibenzo-p-dioxin
530342	542-56-3	 	Isobutylnitrit
530343	924-43-6	 	sec-Butylnitrit
530344	85491-26-5	 	(Chlormethyl)bis(4-fluorphenyl)methylsilan
530345	111439-76-0	 	Isobutylisopropyldimethoxysilan
530346		 	Gemisch aus  Kupfer(I)-O,O-diisopropyldithiophosphat;  Kupfer(I)-O-isopropyl-O-(4-methylpent-2-yl)dithiophosphat und  Kupfer(I)-O,O-bis(4-methylpent-2-yl)dithiophosphat
530347		 	S-(Tricyclo(5,2,1,O'2,6)deca-3-en-8(oder 9)-yl-O-(isopropyl oder Isobutyl oder 2-Ethylhexyl)-O-(isopropyl oder Isobutyl oder 2-Ethylhexyl)dithiophosphat
530348		 	Natrium-4-(2,4,4-trimethylpentylcarbonyloxy)benzolsulfonat
530349		 	Tetranatrium-4-amino-3,6-bis(5-(6-chlor-4-(2-hydroxyethyl-amino)-1,3,5-triazin-2-ylamino)-2-sulfonatophenylazo)-5-hydroxynaphthalin-2,7-sulfonat (mit mehr als 35 Prozent Natriumchlorid und Natriumacetat)
530350	122012-52-6	 	Diamindiisocyanatozink
530351	76253-60-6	 	Dichlor[(dichlorphenyl)methyl]methylbenzol, Isomere
530352	87818-31-3	 	exo-(±)-1-Methyl-2-(2-methylbenzyloxy)-4-isopropyl-7-oxa-bicyclo(2.2.1)heptan
530353	17557-23-2	 	1,3-Bis(2,3-epoxypropoxy)-2,2-dimethylpropan
530354	57246-09-0	 	2,5-Bis(1,1-dimethylbutyl)hydrochinon
530355	40278-59-9	 	2,2'-Spirobi(6-hydroxy-4,4,7-trimethylchroman)
530356		 	2-Methyl-5-(1,1,3,3-tetramethylbutyl)hydrochinon
530357	399-95-1	 	4-Amino-3-fluorphenol
530358	71868-10-5	 	2-Methyl-1-(4-methylthiophenyl)-2-morpholinopropan-1-on
530359	1939-36-2	 	Trimethylendiamintetraessigsäure
530360	77402-03-0	 	Methylacrylamidomethoxyacetat mit >= 0.1 Prozent Acrylamid
530361	100181-71-3	 	Isobutyl-3,4-epoxybutyrat
530362	92511-22-3	 	Dinatrium-N-carboxymethyl-N-(2-(2-hydroxyethoxy)ethyl)-glycinat
530363	1034-01-1	 	Octyl-3,4,5-trihydroxybenzoat
530364	80387-97-9	 	2-Ethylhexyl-3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl-methylthioacetat
530365	85705-05-1	 	(Chlorphenyl)(chlortolyl)methan, Isomerengemisch
530366	105-48-6	 	Isopropylchloracetat
530367	1897-41-2	 	Tetrachlorterephthalonitril
530368		 	Salze von Auramin
530369		 	4-(1 oder 4 oder 5 oder 6)-Methyl-8,9,10-trinorborn-5-en-2-yl)pyridin, Isomerengemisch
530370		 	2-(4-(3-(4-Chlorphenyl)-2-pyrazolin-1-yl)phenylsulfonyl)ethyldimethylammoniumformiat
530373		 74-90-8	Cyanwasserstoff, wässrige Lösung
530390	4685-14-7	 	Paraquat
530392	7411-47-4	 	Morfamquat
530408		 	Dibenzo-p-dioxine und Dibenzofurane, chloriert
530426	104-68-7	 	2-(2-Phenoxyethoxy)ethanol
530428	192-65-4	 	Dibenzo(ae)pyren
530429	189-64-0	 	Dibenzo(ah)pyren
530430	189-55-9	 	Dibenzo(ai)pyren
530431	191-30-0	 	Dibenzo(al)pyren
530434		 	Nitroanilin, Isomere
530435		 	Trinitrotoluol, Isomere
530437	32074-56-9	 	Diethylcitrat
530440	41683-62-9	 	1,2-Dichlor-1-methoxyethan
530442	994-36-5	 	Natriumcitrate
530443	7425-14-1	 	2-Ethylhexyl-2-ethylhexanoat
530444	20292-08-4	 	2-Ethylhexyllaurat
530445	2363-71-5	 	Henicosansäure
530446	373-49-9	 	cis-Hexadec-9-ensäure
530449	5598-38-9	 	allcis-Eicosa-11,14-diensäure
530450	463-40-1	 	alpha-Linolensäure
530451	1783-84-2	 	allcis-Eicosa-8,11,14-triensäure
530452	20290-75-9	 	Stearidonsäure
530453	10417-94-4	 	allcis-Eicosa-5,8,11,14,17-pentaensäure
530454	112-39-0	 	Methylpalmitat
530455	1120-28-1	 	Methylarachidat
530456	6064-90-0	 	Methylheneicosanoat
530457	1120-25-8	 	Methyl-cis-hexadec-9-enoat
530459	112-62-9	 2462-84-2	Methyloleat
530461	1120-34-9	 	Methylerucat
530462	112-63-0	 	Methyllinolat
530463	61012-46-2	 	Methyl-allcis-eicosa-11,14-dienoat
530464	301-00-8	 	Methyllinolenat
530465	21061-10-9	 	Methyl-allcis-eicosa-8,11,14-trienoat
530466	2348-88-1	 73097-00-4	Methyl-allcis-octadeca-6,9,12,15-tetraenoat
530467	2734-47-6	 	Methyl-allcis-eicosa-5,8,11,14,17-pentaenoat
530493	474-25-9	 	Chenodeoxycholsäure
530494	128-13-2	 	Ursodeoxycholsäure
530495	298-46-4	 	Carbamazepin
530498	620-11-1	 	3-Pentylacetat
530503	2997-92-4	 	2,2'-Azobis(2-methylpropionamidin)dihydrochlorid
530506	818-58-6	 	Methyl-3-pentenoat
530518	940-31-8	 	2-Phenoxypropionsäure
530520	90717-03-6	 	7-Chlor-3-methyl-8-chinolincarbonsäure
530535	2082-79-3	 	Octadecyl-3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionat
530538	59690-88-9	 	m-Aminophenylharnstoff, Hydrochlorid
530541	3445-11-2	 	1-(2-Hydroxyethyl)pyrrolidin-2-on
530542	7789-38-0	 	Natriumbromat
530545	2687-94-7	 	1-Octyl-2-pyrrolidon
530547	3687-45-4	 	Oleyloleat
530566	25038-59-9	 	Polyethylenterephthalat
530568	15798-64-8	 	cis-Crotonaldehyd
530569	587-02-0	 	3-Ethylanilin
530570		 	Salze der arsenigen Säure
530571		 	Salze von 3,3'-Diaminobenzidin
530572	31717-87-0	 	Dodemorphacetat
530573	82027-60-9	 	Hexanatrium-(4,4''-azoxybis(2,2'-disulfonatostilben-4,4'-diylazo))-bis(5'-sulfonatobenzol-2,2'-diolato-O(2),O(2),N(1))-kupfer(II)
530577	84057-97-6	 	Natrium-1-amino-4-(2-methyl-5-(4-methylphenylsulfonylamino)-phenylamino)anthrachinon-2-sulfonat
530587	3100-36-5	 	Cyclohexadec-8-en-1-on, Cis-,Trans-Isomerengemisch
530590	54236-98-5	 	2,4-Diamino-5-methoxymethylpyrimidin
530591	24342-03-8	 	Isobutylbut-3-enoat
530594	42405-40-3	 	Bis(3,5-di-tert-butylsalicylato-O1,O2)zink
530596	895-85-2	 	Bis(4-methylbenzoyl)peroxid
530600	54253-62-2	 	Kupfer(II)-methansulfonat
530602	88558-41-2	 	2-(3-Iodprop-2-in-1-yloxy)ethylphenylcarbamat
530603	67567-23-1	 	Ethyl-3,3-bis(tert-pentylperoxy)butyrat
530604	15121-89-8	 	(E)-Ethyl-4-oxo-4-phenylcrotonat
530605	2788-74-1	 	4-Ethylamino-3-nitrobenzoesäure
530606	103694-68-4	 	3-(2,2-Dimethyl-3-hydroxypropyl)toluol
530607	51395-42-7	 	2-(Diphosphonomethyl)bernsteinsäure
530608	38411-13-1	 	Natrium-2-ethylhexanolat
530609	92408-46-3	 	Trinatrium-5-benzamido-4-hydroxy-3-(4-methyl-2-sulfonato-phenylazo)naphthalen-2,7-disulfonat
530616	105076-77-5	 	N-(5-(Bis(2-methoxyethyl)amino)-2-((5-nitro-2,1-benziso-thiazol-3-yl)azo)phenylacetamid
530618	4524-95-2	 	2-Methyl-2-azabicyclo(2.2.1)-heptan
530621	110799-28-5	 	N-tert-Pentyl-2-benzothiazolsulfenamid
530622	39562-16-8	 	Ethyl-2-(3-nitrobenzyliden)acetoacetat
530623	17865-32-6	 	Cyclohexyldimethoxymethylsilan
530624	110483-07-3	 	N-(3-Hexadecyloxy-2-hydroxyprop-1-yl)-N-(2-hydroxyethyl)-palmitamid
530625	103597-45-1	 	2,2'-Methylenbis(6-(2H-benzotriazol-2-yl)-4-(1,1,3,3-tetramethylbutyl)phenol)
530626	97888-41-0	 	Kalium-N-(4-toluensulfonyl)-4-toluensulfonamid
530630	25634-93-9	 	2-Methyl-5-phenylpentanol
530631	62478-82-4	 	N,N-Diethyl-N',N'-dimethylpropan-1,3-diyldiamin
530632	107246-80-0	 	Tetralithium-6-amino-4-hydroxy-3-(7-sulfonato-4-(5-sulfonato-2-naphthylazo)-1-naphthylazo)naphthalin-2,7-disulfonat
530635	15980-11-7	 	3-Azidosulfonylbenzoesäure
530637	78531-61-0	 	4-(trans-4-Propylcyclohexyl)acetophenon
530638	89331-94-2	 	6'-(Dibutylamino)-3'-methyl-2'-(phenylamino)spiro(isobenzofuran-1(3H),9-(9H)-xanthen)-3-on
530644	86393-33-1	 	7-Chlor-1-cyclopropyl-6-fluor-1,4-dihydro-4-oxochinolin-3-carbonsäure
530649	86608-70-0	 	(2-(1,3-Dioxolan-2-yl)ethyl)triphenylphosphoniumbromid
530650	110877-64-0	 	2-Chlor-4,5-difluorbenzoesäure
530651	21369-64-2	 	Hexyllithium
530653	3862-73-5	 	2,3,4-Trifluoranilin
530656	27955-94-8	 	4,4',4''-(Ethan-1,1,1-triyl)triphenol
530657	100418-33-5	 	2-((4-Methyl-2-nitrophenyl)amino)ethanol
530660	116810-46-9	 	Tetrakis(trimethylhexadecylammonium)hexa-mu-oxotetra-mu3-oxodi-mu5-oxotetradexaoxooctamolybdat(4-)
530661	1717-00-6	 	1,1-Dichlor-1-fluorethan
530664	60811-21-4	 	4-Brom-2-chlorfluorbenzol
530666	95235-30-6	 	4-(4-Isopropoxyphenylsulfonyl)phenol
530669	53250-83-2	 	2-Chlor-4-(methylsulfonyl)benzoesäure
530672	117907-43-4	 	2-((4-Amino-2-nitrophenyl)amino)benzoesäure
530673	111850-25-0	 	4,4',4''-(1-Methylpropan-1-yl-3-yliden)tris(2-cyclohexyl-5-methylphenol)
530674	40649-36-3	 	4-Propylcyclohexanon
530676	71297-11-5	 	4-(Bis(4-(diethylamino)phenyl)methyl)benzol-1,2-dimethan-sulfonsäure
530679	99141-89-6	 	2-(2,4-Bis(1,1-dimethylethyl)phenoxy)-N-(3,5-dichlor-4-ethyl-2-hydroxyphenyl)hexanamid
530681	127519-17-9	 	Gemisch aus verzweigten und linearen C7-C9-Alkyl-3-(3-(2H-benzotriazol-2-yl)-5-(1,1-dimethylethyl)-4-hydroxyphenyl)propionaten
530683	83016-70-0	 	2-((2-(2-(Dimethylamino)ethoxy)ethyl)methylamino)ethanol
530684	613-62-7	 	2-(Phenylmethoxy)naphthalin
530685	94050-90-5	 	(R)-2-(4-Hydroxyphenoxy)propionsäure
530689	101205-02-1	 	Cycloxidim
530693	103112-35-2	 	Ethyl-1-(2,4-dichlorphenyl)-5-(trichlormethyl)-1H-1,2,4-triazol-3-carboxylat
530701	104226-19-9	 	3-((4-(Bis(2-hydroxyethyl)amino)-2-nitrophenyl)amino)-1-propanol
530702	104366-25-8	 	2'-(4-Chlor-3-cyan-5-formyl-2-thienyl)azo-5'-diethylamino-acetanilid
530707	105024-66-6	 	(4-Ethoxyphenyl)(3-(4-fluor-3-phenoxyphenyl)propyl)dimethylsilan
530708	105560-93-8	 	Methyl-2R,3S-(-)-3-(4-methoxyphenyl)oxirancarboxylat
530715	106028-58-4	 	Tetralithium-6-amino-4-hydroxy-3-(7-sulfonato-4-(4-sulfonatophenylazo)-1-naphthylazo)naphthalin-2,7-disulfonat
530717	106359-94-8	 	2'-(2-Cyan-4,6-dinitrophenylazo)-5'-(N,N-dipropylamino)propionanilid
530722	106917-31-1	 	1-Acetyl-4-(3-dodecyl-2,5-dioxo-1-pyrrolidinyl)-2,2,6,6-tetramethylpiperidin
530725	107551-67-7	 	3-(3-tert-Butyl-4-hydroxyphenyl)propionsäure
530726	107934-68-9	 	4,4'-(9H-Fluoren-9-yliden)bis(2-chloranilin)
530732	109125-56-6	 	Tetranatrium-10-amino-6,13-dichlor-3-(3-(4-(2,5-disulfonato-anilino)-6-fluor-1,3,5-triazin-2-ylamino)prop-3-ylamino)-5,12-dioxa-7,14-diazapentacen-4,11-disulfonat
530734	109678-33-3	 	2,2,6,6,-Tetrakis(brommethyl)-4-oxaheptan-1,7-diol
530736	110081-40-8	 	Kaliumnatrium-5'-(6-chlor-4-(2-(2-vinylsulfonylethoxy)ethylamino)-1,3,5-triazin-2-ylamino)-4'-hydroxy-2,3'-azodinaphthalin-1,2',5,7'-disulfonat
530742	111298-82-9	 	7-Amino-3-((5-carboxymethyl-4-methyl-1,3-thiazol-2-ylthio)methyl)-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-2-carbonsäure
530745	111681-72-2	 	4-(2-(1-Methyl-2-(4-morpholinyl)ethoxy)ethyl)morpholin
530752	112410-23-8	 	Tebufenozid
530753	112704-51-5	 	(E)-3-(2-Chlorphenyl)-2-(4-fluorphenyl)propenal
530754	113036-91-2	 	Hydroxo(2-(benzolsulfonamido)benzoato)zink(II)
530760	114119-97-0	 	2,5,7,7-Tetramethyloctanal
530769	115099-55-3	 	(Tetranatrium-1-(4-(3-acetamido-4-(4'-nitro-2,2'-disulfonatostilben-4-ylazo)anilino)-6-(2,5-disulfonatoanilino)-1,3,5-triazin-2-yl)-3-carboxypyridinium)hydroxid
530770	115099-58-6	 	3-(5-Acetamido-4-(4-(4,6-bis(3-diethylaminopropylamino)-1,3,5-triazin-2-ylamino)phenylazo)-2-(2-methoxyethoxy)phenylazo)-6-amino-4-hydroxy-2-naphthalensulfonsäure
530773	116340-05-7	 	Tetrakis(tetramethylammonium)-6-amino-4-hydroxy-3-(7-sulfonato-4-(4-sulfonatophenylazo)-1-naphthylazo)-naphthalin-2,7-disulfonat
530775	116753-76-5	 	O,O-tert-Butyl-O-docosylmonoperoxyoxalat
530776	116889-78-2	 	Tetranatrium-4-amino-5-hydroxy-6-(3-(2-(2-(sulfonatooxy)-ethylsulfonyl)ethylcarbamoyl)phenylazo)-3-(4-(2-(sulfonatooxy)ethylsulfonyl)phenylazo)naphthalin-2,7-disulfonat
530779	116912-62-0	 	Tetranatrium-(5-((4-amino-6-chlor-1,3,5-triazin-2-yl)amino)-2-((2-hydroxy-3,5-disulfonatophenylazo)-2-sulfonato-benzylidenhydrazino)benzoat)kupfer(II)
530781	117342-25-3	 	Tetrakis(dimethylditetradecylammonium)hexa-mu-oxotetra-mu3-oxodi-mu5-oxotetradecaoxooctamolybdat(4-)
530783	117409-78-6	 	Trilithium-4-hydroxy-3-(4-(2-methoxy-4-(3-sulfonatophenyl-azo)phenylazo)-3-methylphenylazo-6-(3-sulfonatoanilino))-naphthalin-2-sulfonat
530784	117568-27-1	 	2-Nitro-4,5-bis(benzyloxy)phenylacetonitril
530787	117715-57-8	 	7-(((4,6-Dichlor-1,3,5-triazin-2-yl)amino)-4-hydroxy-3-(4-((2-sulfoxy)ethyl)sulfonyl)phenylazo)naphthalin-2-sulfonsäure
530796	118712-89-3	 	Transfluthrin
530803	119313-12-1	 	2-Benzyl-2-(dimethylamino)-4-morpholinobutyrophenon
530804	119415-07-5	 	C12-14-tert-Alkylamin, Methylphosphonsäuresalz
530808	120447-91-8	 	Kalium-2-amino-2-methylpropionatoctahydrat
530809	120928-09-8	 	Fenazaquin
530810	121315-16-0	 	trans-N-Methyl-2-styryl-(4'-(aminomethin-(1-acetyl-1-(2-methoxyphenyl)acetamido))pyridiniumacetat
530827	124537-30-0	 	Hexakis(tetramethylammonium)-4,4'-vinylenbis((3-sulfonato-4,1-phenylen)imino(6-morpholino-1,3,5-triazin-4,2-diyl)imino)bis(5-hydroxy-6-phenylazonaphthalin-2,7-disulfonat)
530828	124605-82-9	 	Tetranatrium/Lithium-4,4'-bis-(8-amino-3,6-disulfonato-1-naphthol-2-ylazo)-3-methylazobenzol
530831	124719-24-0	 	Natrium-((N-(3-trimethylammoniopropyl)sulfamoyl)methylsulfonatophthalocyaninato)kupfer(II)
530834	125224-62-6	 	(1S)-2-Methyl-2,5-diazabicyclo(2.2.1)heptandihydrobromid
530836	125643-61-0	 	C7-9-Alkyl-3-(3,5-di-trans-butyl-4-hydroxyphenyl)propionat, Isomerengemisch
530840	128275-31-0	 	6-(Phthalimid)peroxyhexansäure
530842		 	Tetraammonium-5-(4-(7-amino-1-hydroxy-3-sulfonato-2-naphthylazo)-6-sulfonato-1-naphthylazo)isophthalat
530846	129050-62-0	 	Trinatrium-N,N-bis(carboxymethyl)-beta-alanin
530847	129217-90-9	 	Reaktionsprodukte von: Anilin-Terephthalaldehyd-o-Toluidin-Kondensat mit Maleinsäureanhydrid
530850	130201-51-3	 	Trinatrium-(2-(alpha-(3-(4-chlor-6-(2-(2-(vinylsulfonyl)-ethoxy)ethylamino)-1,3,5-triazin-2-ylamino)-2-oxido-5-sulfonatophenylazo)benzylidenhydrazino)-4-sulfonato-benzoato)kupfer(II)
530856	130296-87-6	 	Gemisch aus  Hydroxyaluminium-bis-(2-hydroxy-3,5-di-tert-butylbenzoat) und  3,5-Di-tert-butylsalicylsäure
530861	131266-10-9	 	2-Acetoxymethyl-4-benzyloxybut-1-ylacetat
530863	131984-21-9	 	(E)-5-((4-Chlorphenyl)methylen)-2,2-dimethylcyclopentanon
530864	132885-85-9	 	4-(N-Ethyl-N-(2-hydroxyethyl)amino)-1-(2-hydroxyethyl)amino-2-nitrobenzolmonohydrochlorid
530868	135043-64-0	 	4-Amino-2-(aminomethyl)phenoldihydrochloride
530870	136213-71-3	 	Trinatrium-5-amino-3-(5-(2-bromacryloylamino)-2-sulfonato-phenylazo)-4-hydroxy-6-(4-vinylsulfonylphenylazo)-naphthalen-2,7-disulfonat
530872	136213-74-6	 	2-(4-(N-Ethyl-N-(2-hydroxy)ethyl)amino-2-methylphenyl)azo-6-methoxy-3-methylbenzothiazoliumchlorid
530873	136213-75-7	 	Natrium-4-(4-chlor-6-(N-ethylanilino)-1,3,5-triazin-2-yl-amino)-2-(1-(2-chlorphenyl)-5-hydroxy-3-methyl-1H-pyrazol-4-ylazo)benzolsulfonat
530874	136213-76-8	 	Gemisch (9:1) aus  Natrium/Lithium 3,3'-(1,4-phenylenbis(carbonyl-imino-3,1-propandiylimino))bis(10-amino-6,13-dichlor)-4,11-triphenodioxazindisulfonat
530875	136248-03-8	 	Trinatrium-3-amino-6,13-dichlor-10-((3-((4-chlor-6-(2-sulfo-phenylamino)-1,3,5-triazin-2-yl)amino)propyl)amino-4,11-triphenodioxazindisulfonat
530889	16063-70-0	 	2,3,5-Trichlorpyridin
530894	19060-15-2	 	4,4-Dimethoxybutylamin
530895	1939-27-1	 	3'-Trifluormethylisobutyranilid
530904	2840-00-8	 	3,5-Dichlor-2,6-difluorpyridin-4-amin
530908	32760-80-8	 	(eta-Cyclopentadienyl)(eta-cumenyl)eisen(1+)hexafluorophosphat(1-)
530909	33610-13-8	 	tert-Butyl-(5S,6R,7R)-3-brommethyl-5,8-dioxo-7-(2-phenyl-acetamido)-5-thia-1-azabicyclo(4.2.0)oct-2-en-2-carboxylat
530910	35950-52-8	 	2-Brom-1-(2-furyl)-2-nitroethylen
530912	36362-09-1	 	2-(Decylthio)ethylammoniumchlorid
530913	36669-85-9	 	Calcium-P,P'-(1-hydroxyethyliden)bis(hydrogenphosphonat)dihydrat
530916	39562-17-9	 	Methyl-2-(3-nitrobenzyliden)acetoacetat
530918	4186-71-4	 	N-Ethyl-N-methylpiperidiniumiodid
530919	42221-52-3	 	2,3,4,5-Tetrachlorbenzoylchlorid
530920	43151-99-1	 	4,4'-Diamino-2-methylazobenzol
530925	52460-86-3	 	Ethyl-2-chlor-2,2-diphenylacetat
530926	5248-39-5	 	4-Methoxy-N,6-dimethyl-1,3,5-triazin-2-ylamin
530929	54527-73-0	 	2-(N-Benzyl-N-methylamino)ethyl-3-amino-2-butenoat
530930	54574-82-2	 	4-(N,N-Dibutylamino)-2-hydroxy-2'-carboxybenzophenon
530937	58890-25-8	 	3,3'-Dicyclohexyl-1,1'-methylenbis(4,1-phenylen)diharnstoff
530938	59493-72-0	 	1-(3-(4-((Heptadecafluornonyl)oxy)-benzamido)propyl)-N,N,N-trimethylammoniumiodid
530940	61203-83-6	 	4-Pentylcyclohexanon
530941	61571-06-0	 	Tetrahydrothiopyran-3-carboxaldehyd
530943	62268-47-7	 	Bis(2-ethylhexyl)dithiodiacetat
530946	63187-91-7	 	2-Hydroxymethyl-9-methyl-6-(1-methylethyl)-1,4-dioxaspiro-(4.5)decan
530948	63740-41-0	 	6-(2,3-Dimethylmaleimido)hexylmethacrylat
530950	6386-39-6	 	Methyl-3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propionat
530951	6390-69-8	 	3,3',5,5'-Tetra-tert-butylbiphenyl-2,2'-diol
530954	65232-89-5	 	Divanadylpyrophosphat
530958	67811-06-7	 	(4-Methylphenyl)mesitylen-sulfonat
530963	70445-33-9	 	3-(2-Ethylhexyloxy)propan-1,2-diol
530965	7093-55-2	 	Pregn-5-en-3,20-dionbis(ethylenketal)
530966	70950-45-7	 	Dodecyl-3-(2-(3-benzyl-4-ethoxy-2,5-dioxoimidazolidin-1-yl)-2-(4-methoxybenzoyl)acetamido)-4-chlorbenzoat
530972	75511-91-0	 	N-Butyl-3-(2-chlor-4-nitrophenylhydrazono)-1-cyano-2-methyl-prop-1-en-1,3-dicarboximid
530974	765-12-8	 	Triethylenglykoldivinylether
530975	76508-02-6	 	Hexanatrium-2,2'-vinylenbis((3-sulfonato-4,1-phenylen)imino-(6-(N-cyanethyl-N-(2-hydroxypropyl)amino)-1,3,5-triazin-4,2-diyl)imino)dibenzol-1,4-disulfonat
530976	76855-69-1	 	(2R,3R)-3-((R)-1-(tert-Butyldimethylsiloxy)ethyl)-4-oxo-azetidin-2-ylacetat
530977	77497-97-3	 	(S)-3-Benzyloxycarbonyl-1,2,3,4-tetrahydroisochinolin-4-methylbenzolsulfonat
530985	80693-00-1	 	3,9-Bis(2,6-di-tert-butyl-4-methylphenoxy)-2,4,8,10-tetraoxa-3,9-diphosphaspiro(5.5)undecan
530986	80844-07-1	 	Etofenprox
530990	82558-50-7	 	Isoxaben
530991	82633-79-2	 	2,3,5,6-Tetrahydro-2-methyl-2H-cyclopenta(d)-1,2-thiazol-3-on
530992	83056-32-0	 	2-(Isocyanatosulfonylmethyl)benzoesäuremethylester
530994	83372-55-8	 	N,N'-1,4-Phenylenbis(2-((2-methoxy-4-nitrophenyl)azo)-3-oxo-butanamid
530996	83857-96-9	 	2-Butyl-4-chlor-5-formylimidazol
531002	85153-92-0	 	Hexanatrium-6,13-dichlor-3,10-bis((4-(2,5-disulfonato-anilino)-6-fluor-1,3,5-triazin-2-ylamino)prop-3-ylamino)-5,12-dioxa-7,14-diaza-pentacen-4,11-disulfonat
531007	85954-11-6	 	2,2'-((3,5',5,5'-Tetramethyl-(1,1'-biphenyl)-4,4'-diyl)bis(oxymethylen))bisoxiran
531011	87113-78-8	 	3,5-Bis((3,5-di-tert-butyl-4-hydroxy)benzyl)-2,4,6-trimethylphenol
531018	88377-66-6	 	Tetradecylammoniumbis(1-(5-chlor-2-oxidophenylazo)-2-naphtholato)chromat(1-)
531020	88918-84-7	 	1-(4-Aminophenyl)-N-methylmethylensulfonamidhydrochlorid
531022	89402-43-7	 	5-Chlor-2,3-difluorpyridin
531023	89544-40-1	 	2-(2,4-Dichlorphenyl)-1-(1H-1,2,4-triazol-1-yl)pent-4-en-2-ol
531024	89797-01-3	 	(Trinatrium-(2-((3-(6-(2-chlor-5-sulfonato)anilino-4-(3-carboxypyridinio)-1,3,5-triazin-2-ylamino)-2-oxido-5-sulfonatophenylazo)phenylmethylazo)-4-sulfonatobenzoato)-kupfer(3-))hydroxid
531028	90498-90-1	 	3,9-Bis(2-(3-(3-tert-butyl-4-hydroxy-5-methylphenyl)propionyloxy-1,1-dimethylethyl)-2,4,8,10-tetraoxaspiro-(5.5)undecan
531030	90884-29-0	 	4,4'-Oxybis(ethylenthio)diphenol
531031	91853-67-7	 	4,8,12-Trimethyltrideca-3,7,11-triensäure, Isomerengemisch
531032	92484-48-5	 	Natrium-3-(2H-benzotriazol-2-yl)-5-sec-butyl-4-hydroxy-benzolsulfonat
531035	93107-30-3	 	1-Cyclopropyl-6,7-difluor-1,4-dihydro-4-oxochinolin-3-carbonsäure
531038	93589-69-6	 	4,4'-Methylenbis(oxyethylenthio)diphenol
531039	93686-63-6	 	1,4-Diamino-2-(2-butyltetrazol-5-yl)-3-cyanoanthrachinon
531044	95235-29-3	 	6'-(Isobutylethylamino)-3'-methyl-2'-phenylamino-spiro-(isobenzo-2-oxofuran-7,9'-(9H)-xanthen)
531048	96489-71-3	 	2-tert-Butyl-5-(4-tert-butylbenzylthio)-4-chlorpyridazin-3(2H)-on
531051	97384-48-0	 	2-Benzyl-2-methyl-3-butenitril
531052	97460-76-9	 	2-(4-(N-Butyl-N-phenethylamino)phenyl)ethylen-1,1,2-tricarbonitril
531058	98809-11-1	 	2-((4((4,6-Bis((3-(diethylamino)propyl)amino)-1,3,5-triazin-2-yl)amino)phenyl)azo)-N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-oxobutanamid
531067	10377-48-7	 10102-25-7	Lithiumsulfat
531069	10508-09-5	 	Di-tert-pentylperoxid
531070	107-95-9	 	β-Alanin
531089	126-96-5	 	Natriumhydrogendiacetat
531104	1668-54-8	 	2-Amino-4-methoxy-6-methyl-s-triazin
531116	20627-73-0	 	1-Dimethoxymethyl-2-nitrobenzol
531121	2219-82-1	 	6-tert-Butyl-o-kresol
531123	23911-85-5	 	2,2''-Dihydroxy-4,4''-(2-hydroxypropan-1,3-diyldioxy)-dibenzophenon
531125	24294-01-7	 	3-N,N-Bis(methoxyethyl)aminoacetanilid
531135	2778-42-9	 	1,3-Bis(1-isocyanato-1-methylethyl)benzol
531138	289-95-2	 	Pyrimidin
531142	302-97-6	 	3-Oxoandrost-4-en-17-beta-carbonsäure
531156	3748-13-8	 	1,3-Diisopropenylbenzol
531158	4084-38-2	 	(2,3,5,6-Tetrafluorphenyl)methanol
531178	56-87-1	 70-54-2  923-27-3	Lysin
531200	6606-59-3	 	1,6-Hexandioldimethacrylat
531216	7446-81-3	 	Natriumacrylat
531219	761-65-9	 	N,N-Dibutylformamid
531222	77-71-4	 	5,5-Dimethylhydantoin
531226	7789-45-9	 	Kupfer(II)-bromid
531227	7789-24-4	 	Lithiumfluorid
531242	90-64-2	 	Mandelsäure
531249	94723-86-1	 	2-Butyryl-3-hydroxy-5-thiocyclohexan-3-ylcyclohex-2-en-1-on
531260	616-79-5	 	2-Amino-5-nitrobenzoesäure
531264	12542-30-2	 	Hexahydro-4,7-methano-1H-indenylacrylat
531291	70693-62-8	 	Pentakaliumbis(peroxymonosulfat)bis(sulfat)
531292	306-83-2	 	2,2-Dichlor-1,1,1-trifluorethan
531293	79241-46-6	 	Fluazifop-P-butyl
531294	25059-80-7	 	Benazolin-ethyl
531296	21615-34-9	 	2-Methoxybenzoylchlorid
531297	1711-05-3	 	3-Methoxybenzoylchlorid
531309	26570-48-9	 	Polyethylenglykoldiacrylat
531310	25852-47-5	 	Polyethylenglykoldimethacrylat
531311	193-39-5	 	Indeno(1,2,3-cd)pyren
531312	26125-61-1	 	p-Aramid
531314	50-53-3	 	2-Chlor-10-(3-(dimethylamino)propyl)phenothiazin
531315	12011-76-6	 	Dawsonit, Faserstäube
531316	30618-84-9	 	Glycerylmonothioglykolat
